pickup_week,trips,duration_p50,duration_p95,speed_p50,revenue_total,tip_percent_median,flex_fare_percent,airport_percent,invalid_percent,trips_index
2021-10-25,732264.0,12.0,36.13333333333333,12.256575391821293,14515024.05,15.826007023829165,0.0,8.551517146281828,0.0,90.21151408307554
2021-11-01,767995.0,11.983333333333333,42.06333333333329,10.0825010855406,15260120.12,14.553014553014554,0.0,17.329238146550033,0.0,94.61340685631357
2021-11-08,782383.0,12.3,38.21666666666667,9.7761685319289,15985491.49,16.619718309859156,0.0,6.359417318627833,0.0,96.38594144032602
2021-11-15,801472.0,11.341666666666667,38.166666666666664,10.282519899455384,16335462.550000003,15.302044893881629,0.0,3.120200231823734,0.0,98.73761732816406
2021-11-22,643772.0,10.7,38.36666666666667,11.499816809705196,13192901.930000002,16.63591635916359,0.0,3.7784515874482927,0.0,79.30971185841406
2021-11-29,791906.0,12.3,40.6,9.777606156095011,16466906.110000001,16.614122646637348,0.0,7.703611914494988,0.0,97.55913068438709
2021-12-06,811719.0,11.883333333333333,39.65,22.379514861318782,16970844.499999996,18.317800304145052,0.0,3.279340854828894,0.0,100.0
2021-12-13,749784.0,9.583333333333334,375.1999999999999,9.836065573770492,15365474.910000002,16.61631419939577,0.0,8.842433408822748,0.0,92.36989647895392
2021-12-20,491735.0,12.920833333333334,35.083333333333336,9.369374446590932,9836085.370000001,17.132679557367993,0.0,3.5039340455084367,0.0,60.57946161171538
2021-12-27,344576.0,10.816666666666666,33.56666666666667,11.79400831704303,7136878.73,16.582914572864322,0.0,9.586274145616642,0.0,42.450158244417096
