PULocationID,trips,duration_avg,distance_avg,fare_avg,revenue_total,cluster
197,1457,39.376012354152365,11.326787920384351,44.315614275909404,73567.95,1
202,704,19.468229166666667,4.653977272727273,18.919928977272725,16696.91,0
207,529,46.13601134215501,7.962022684310019,38.83563327032136,25522.71,1
209,43920,15.342843047965998,4.063308515482696,15.320316256830601,957239.6,0
210,683,35.28626159102001,14.878125915080528,44.158857979502194,32494.6,1
211,184467,14.047293011758201,2.677258208785311,12.043626881772893,3335114.71,0
213,651,28.43351254480287,8.016420890937018,28.599201228878652,22243.09,1
215,1312,35.584845020325204,14.08283536585366,52.838727134146346,91075.43,1
216,1541,25.299956738048884,9.55038286826736,45.32918883841661,86595.18,1
217,811,15.694656802301685,3.0916769420468557,14.25897657213317,14104.28,0
219,1273,36.60015710919089,14.361209740769835,51.055923016496465,80507.85,1
220,723,17.93072844628861,4.661230982019364,17.951369294605808,15752.65,0
223,5599,17.93204143597071,5.7316485086622615,25.994077513841756,192223.47,0
224,43806,12.584248352584883,2.5733570743733734,11.413851070629594,754957.4500000001,0
225,833,21.772268907563024,4.423457382953181,18.34762304921969,18265.49,0
226,24106,17.579774744876794,3.9766775906413336,18.197753256450675,564316.9,0
228,983,25.74435401831129,7.252736520854526,25.382583926754833,30502.91,0
229,647258,11.031462492545476,2.164120814265718,9.982155585562479,10135132.52,2
230,674597,13.897743344050843,2.8281352274024343,12.438201830129692,12656351.52,2
231,357543,14.742976555733621,3.1711708242085566,13.259631289103687,6972561.74,0
232,53833,15.194963436306107,3.3932764289562165,14.228845317927666,1085246.46,0
233,381207,11.8898166438007,2.4385994223610794,10.906269612048048,6434182.51,2
234,773175,12.399514857567821,2.167631765124325,10.515819717399037,12705272.66,2
235,806,27.024586435070304,5.634119106699752,23.817158808933005,20889.1,0
236,1339824,11.419647244712738,2.013622468324198,9.9589682077646,20952782.72,2
237,1470018,10.766267295139697,1.8459602943637423,9.404249539801553,22032375.05,2
238,686062,11.800716869126504,2.3328388833662266,10.65792584343689,11124519.52,2
239,870473,11.503622245223765,2.216302906580675,10.309764128238326,14064473.120000001,2
242,833,60.12366946778711,7.5481872749099646,42.04812725090036,37484.17,1
243,4379,16.527719418436476,4.2487805435030825,16.389566110984244,88975.14,0
244,35052,16.146442428392103,4.153588097683442,15.870517516832136,698531.54,0
246,383894,13.518968777839715,2.5169535861461756,11.597962380240379,6766868.38,2
247,3137,16.544862395069597,3.9027350972266492,15.712856232068857,58544.31,0
248,882,46.69824263038549,15.921133786848074,50.574603174603176,48792.79,1
249,592607,12.605687917962495,2.4268368244047065,11.011161005523054,10119676.27,2
254,504,34.83105158730159,9.948214285714284,33.161746031746034,18603.89,1
255,6628,17.497088111044054,3.894586602293301,15.64292395896198,138531.18,0
256,7384,17.174584687612857,3.8333816359696637,16.181867551462624,158396.74,0
260,5949,16.622283857230904,3.936493528324088,18.500692553370314,138598.03,0
261,115982,17.33565021583809,4.150759686847959,16.053452173613145,2624414.05,0
262,413688,11.550869334699902,2.4351710226064087,10.782346333468702,6864338.76,2
263,685867,11.134256277091623,2.339606221031191,10.376911835676596,11059305.09,2
264,199199,17.572688534246325,5.00307411181783,17.86132510705375,5012720.68,0
265,3589,28.44630352001486,11.114722764001113,54.444260239621066,232733.74,1
